table_id,project_name,table_name,display_name,cohort_membership,entity_type,data_subjects,data_respondents,n_variables,n_rows,n_entities,last_updated
BiB_GrowingUp.blood_pressure,BiB_GrowingUp,blood_pressure,BiB Growing Up child blood pressures,bib,participant,,,16,15899,9082,2024-05-14 09:12:44
BiB_GrowingUp.renal_urines,BiB_GrowingUp,renal_urines,BiB Growing Up renal study urine analyses,bib,participant,,,11,705,703,2024-05-14 09:12:51
BiB_Breathes.BiBBr_Phase1,BiB_Breathes,BiBBr_Phase1,BREATHES Air quality survey Phase 1,bib,participant,,,190,1952,1952,2024-06-17 09:45:19.094116
BiB_Breathes.BiBBr_Phase2,BiB_Breathes,BiBBr_Phase2,BREATHES Air quality survey Phase 2,bib,participant,,,112,1994,1994,2024-06-17 09:45:19.758955
BiB_SDQs.BiB1000_sdq,BiB_SDQs,BiB1000_sdq,Strength and Difficulties questionnaire from the BiB1000 survey,bib,participant,,,56,1226,1226,2024-05-14 09:15:36
BiB_SDQs.COVID_phase1_sdq,BiB_SDQs,COVID_phase1_sdq,Strength and Difficulties questionnaire from the COVID phase 1 survey,bib,participant,,,71,913,913,2024-05-14 09:15:36
BiB_SDQs.COVID_phase2_sdq,BiB_SDQs,COVID_phase2_sdq,Strength and Difficulties questionnaire from the COVID phase 2 survey,bib,participant,,,71,631,631,2024-05-14 09:15:36
BiB_SDQs.COVID_phase3_sdq,BiB_SDQs,COVID_phase3_sdq,Strength and Difficulties questionnaire from the COVID phase 3 survey,bib,participant,,,69,582,582,2024-05-14 09:15:36
BiB_SDQs.GrowingUp_sdq,BiB_SDQs,GrowingUp_sdq,Strength and Difficulties questionnaire from the Growing Up survey,bib,participant,,,61,5281,5281,2024-05-14 09:15:36
BiB_SDQs.MeDALL_sdq,BiB_SDQs,MeDALL_sdq,Strength and Difficulties questionnaire from the MeDALL survey,bib,participant,,,65,2590,2590,2024-05-14 09:15:36
BiB_SDQs.PrimarySchoolYears_sdq,BiB_SDQs,PrimarySchoolYears_sdq,Strength and Difficulties questionnaire from the Primary School Years surve,bib,participant,,,58,3502,3234,2024-05-14 09:15:37
BiB_SDQs.StartingSchool_sdq,BiB_SDQs,StartingSchool_sdq,Strength and Difficulties questionnaire from the Starting School survey,bib,participant,,,65,2340,2340,2024-05-14 09:15:37
BiB_AgeOfWonder.recruitment_dr23,BiB_AgeOfWonder,recruitment_dr23,AoW recruitment denominator 2023 release,bib,participant,,,39,10385,8991,2024-05-14 09:11:52
BiB_AgeOfWonder.survey_mod01_dr23,BiB_AgeOfWonder,survey_mod01_dr23,AoW survey module 1 2023 release,bib,participant,,,268,4353,4353,2024-05-14 09:11:53
BiB_AgeOfWonder.survey_mod02_dr23,BiB_AgeOfWonder,survey_mod02_dr23,AoW survey module 2 2023 release,bib,participant,,,182,3932,3932,2024-05-14 09:11:54
BiB_AgeOfWonder.survey_mod03_dr23,BiB_AgeOfWonder,survey_mod03_dr23,AoW survey module 3 2023 release,bib,participant,,,225,2026,2026,2024-05-14 09:11:54
BiB_AgeOfWonder.survey_mod04_dr23,BiB_AgeOfWonder,survey_mod04_dr23,AoW survey module 4 2023 release,bib,participant,,,352,1868,1868,2024-05-14 09:11:54
BiB_AgeOfWonder.heightweight_dr23,BiB_AgeOfWonder,heightweight_dr23,AoW school visit height and weight 2023 release,bib,participant,,,20,2058,1947,2024-05-14 09:11:51
BiB_AgeOfWonder.bioimpedance_dr23,BiB_AgeOfWonder,bioimpedance_dr23,AoW school visit bioimpedance 2023 release,bib,participant,,,28,1583,1583,2024-05-14 09:11:51
BiB_AgeOfWonder.skinfold_dr23,BiB_AgeOfWonder,skinfold_dr23,AoW school visit skinfold 2023 release,bib,participant,,,19,1600,1519,2024-05-14 09:11:52
BiB_AgeOfWonder.bloodpressure_dr23,BiB_AgeOfWonder,bloodpressure_dr23,AoW school visit blood pressure 2023 release,bib,participant,,,21,1854,1747,2024-05-14 09:11:51
BiBBS_CohortInfo.recruitment,BiBBS_CohortInfo,recruitment,Pregnancy recruitment,bibbs,hospital patient,,,21,24918,20887,2024-05-14 09:15:46
BiBBS_CohortInfo.pregnancy,BiBBS_CohortInfo,pregnancy,Recruited pregnancy information,bibbs,participant,,,15,2626,2425,2024-05-14 09:15:46
BiBBS_CohortInfo.mother,BiBBS_CohortInfo,mother,Recruited mother information,bibbs,participant,,,10,2425,2425,2024-05-14 09:15:46
BiBBS_CohortInfo.child,BiBBS_CohortInfo,child,Child information,bibbs,participant,,,13,2510,2510,2024-05-14 09:15:46
BiBBS_CohortInfo.partner,BiBBS_CohortInfo,partner,Partner information,bibbs,participant,,,9,264,264,2024-05-14 09:15:46
BiBBS_Baseline.pregnancy_survey,BiBBS_Baseline,pregnancy_survey,Mother baseline pregnancy survey,bibbs,participant,,,328,2564,2378,2024-05-14 09:15:45
BiBBS_Geographic.bibbs_geog_person,BiBBS_Geographic,bibbs_geog_person,BiBBS person level geographic information,bibbs,participant,,,15,83426,9432,2024-05-14 09:15:48
BiBBS_Geographic.bibbs_geog_property,BiBBS_Geographic,bibbs_geog_property,BiBBS property level geographic information,bibbs,property,,,12,6611,6611,2024-05-14 09:15:49
BiBBS_Geographic.bibbs_geog_lsoa,BiBBS_Geographic,bibbs_geog_lsoa,BiBBS LSOA level geographic information,bibbs,lsoa,,,10,719,719,2024-05-14 09:15:47
BiBBS_Geographic.bibbs_geog_air_quality,BiBBS_Geographic,bibbs_geog_air_quality,BiBBS property level air quality information,bibbs,property,,,88,6531,6531,2024-07-16 15:10:57.76277
BiBBS_Geographic.bibbs_geog_built_env_indoor_qual,BiBBS_Geographic,bibbs_geog_built_env_indoor_qual,BiBBS property level built environment and indoor building quality,bibbs,property,,,39,6531,6531,2024-07-16 15:10:59.053005
BiBBS_Geographic.bibbs_geog_food_environment,BiBBS_Geographic,bibbs_geog_food_environment,BiBBS property level food environment data,bibbs,property,,,36,6531,6531,2024-07-16 15:11:00.268301
BiBBS_Geographic.bibbs_geog_green_space,BiBBS_Geographic,bibbs_geog_green_space,BiBBS property level green space data,bibbs,property,,,220,6531,6531,2024-07-17 11:39:48.414127
BiBBS_Geographic.bibbs_geog_public_transport_traffic,BiBBS_Geographic,bibbs_geog_public_transport_traffic,BiBBS property level public transport and traffic data,bibbs,property,,,85,6531,6531,2024-07-16 16:45:06.019949
BiBBS_Geographic.bibbs_geog_sc_walkability_lu,BiBBS_Geographic,bibbs_geog_sc_walkability_lu,"BiBBS property level street centrality, walkabilty and land use data",bibbs,property,,,37,6531,6531,2024-07-16 15:11:11.409519
BiBBS_Geographic.bibbs_geog_ndvi_longitudinal,BiBBS_Geographic,bibbs_geog_ndvi_longitudinal,BiBBS property level longitudinal NDVI data,bibbs,property,,,46,6531,6531,2024-07-17 11:39:49.836023
BiB4All_Geographic.bib4all_geog_person,BiB4All_Geographic,bib4all_geog_person,BiB4All person level geographic information,bib,participant,,,15,101646,15316,2024-05-14 09:15:44
BiB4All_Geographic.bib4all_geog_property,BiB4All_Geographic,bib4all_geog_property,BiB4All property level geographic information,bib,property,,,12,11471,11471,2024-05-14 09:15:45
BiB4All_Geographic.bib4all_geog_lsoa,BiB4All_Geographic,bib4all_geog_lsoa,BiB4All LSOA level geographic information,bib,lsoa,,,10,984,984,2024-05-14 09:15:43
BiB4All_Geographic.bib4all_geog_air_quality,BiB4All_Geographic,bib4all_geog_air_quality,BiB4All property level air quality information,bib4all,property,,,88,11274,11274,2024-07-16 15:13:58.006895
BiB4All_Geographic.bib4all_geog_built_env_indoor_qual,BiB4All_Geographic,bib4all_geog_built_env_indoor_qual,BiB4All property level built environment and indoor building quality,bib4all,property,,,39,11274,11274,2024-07-16 15:23:41.179638
BiB4All_Geographic.bib4all_geog_food_environment,BiB4All_Geographic,bib4all_geog_food_environment,BiB4All property level food environment data,bib4all,property,,,36,11274,11274,2024-07-16 15:06:52.769382
BiB4All_Geographic.bib4all_geog_green_space,BiB4All_Geographic,bib4all_geog_green_space,BiB4All property level green space data,bib4all,property,,,220,11274,11274,2024-07-17 11:36:18.115122
BiB4All_Geographic.bib4all_geog_public_transport_traffic,BiB4All_Geographic,bib4all_geog_public_transport_traffic,BiB4All property level public transport and traffic data,bib4all,property,,,85,11274,11274,2024-07-16 15:07:03.699974
BiB4All_Geographic.bib4all_geog_sc_walkability_lu,BiB4All_Geographic,bib4all_geog_sc_walkability_lu,"BiB4All property level street centrality, walkabilty and land use data",bib4all,property,,,37,11274,11274,2024-07-16 15:07:05.232677
BiB4All_Geographic.bib4all_geog_ndvi_longitudinal,BiB4All_Geographic,bib4all_geog_ndvi_longitudinal,BiB4All property level longitudinal NDVI data,bib4all,property,,,46,11274,11274,2024-07-17 11:36:19.984755
COVID19_Survey.adult_phase1,COVID19_Survey,adult_phase1,COVID19 Adult  Survey Phase 1,,participant,,,181,2144,2144,2024-05-14 09:15:52
COVID19_Survey.adult_bib_phase2,COVID19_Survey,adult_bib_phase2,COVID19 Adult Survey Phase 2 (BiB),,participant,,,448,631,631,2024-05-14 09:15:50
COVID19_Survey.adult_bibbs_phase2,COVID19_Survey,adult_bibbs_phase2,COVID19 Adult Survey Phase 2 (BiBBS),,participant,,,268,136,136,2024-05-14 09:15:50
COVID19_Survey.adult_bibplus_phase3,COVID19_Survey,adult_bibplus_phase3,COVID19 Adult Survey Phase 3 (BiB and general public),,participant,,,188,1954,1954,2024-05-14 09:15:51
COVID19_Survey.adult_bibbs_phase3,COVID19_Survey,adult_bibbs_phase3,COVID19 Adult Survey Phase 3 (BiBBS),,participant,,,100,224,224,2024-05-14 09:15:50
COVID19_Survey.child_phase1_covid,COVID19_Survey,child_phase1_covid,COVID19 Child Survey Phase 1,,participant,,,121,970,970,2024-05-14 09:15:52
COVID19_Survey.child_phase2_covid,COVID19_Survey,child_phase2_covid,COVID19 Child Survey Phase 2,,participant,,,99,633,633,2024-05-14 09:15:53
COVID19_Survey.child_phase3_covid,COVID19_Survey,child_phase3_covid,COVID19 Child Survey Phase 3,,participant,,,59,610,610,2024-05-14 09:15:54
